panel,q12,q13,q14,q15,q19,q23,q24,q25,q26,q27,q3,q5,q7,q22,q10,q11,q17,q18,q1,q2,q4,q6,q8,q9,q16,q20,q21,age,gender,year,type
2841903,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,49,0,2,2
2870861,2,2,2,2,2,4,4,4,4,4,4,4,3,4,3,1,3,2,3,3,2,4,1,3,3,3,1,44,1,1,2
2870865,4,2,1,1,1,4,4,4,2,2,4,4,4,4,4,4,2,2,3,4,4,5,2,3,4,3,4,39,1,4,3
2875303,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,5,4,4,4,4,4,4,4,2,32,0,4,2
2889052,3,3,2,2,2,3,3,3,3,3,2,2,2,2,4,4,2,2,2,2,2,2,3,3,2,2,4,56,1,3,1
2904874,3,3,4,3,3,4,4,3,4,4,4,3,4,4,2,2,2,2,3,3,3,2,4,3,2,2,2,63,1,10,2
2908225,4,3,3,3,3,3,3,3,3,3,4,4,2,3,3,3,3,3,4,3,4,4,3,3,3,3,2,40,1,5,2
2913913,4,4,4,2,3,4,3,3,3,3,4,4,3,4,5,3,3,3,2,2,4,4,3,4,3,5,2,44,1,10,3
2918712,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,1,4,2
3000135,2,2,2,2,2,4,4,4,2,2,2,2,2,4,2,2,4,4,2,4,2,5,2,2,2,4,2,29,1,5,2
3001552,1,1,1,1,1,4,4,4,4,4,3,3,3,4,3,3,4,4,4,3,3,4,3,3,1,3,3,39,1,10,1
3002198,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,29,0,4,2
3006810,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,4,4,4,4,3,3,3,32,0,3,2
3007624,3,2,2,3,3,4,4,4,4,4,4,5,3,4,3,3,4,4,4,2,5,4,1,3,3,4,2,31,0,4,2
3008214,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,3,3,3,3,3,2,3,2,30,0,3,2
3008699,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,33,0,5,2
3008829,3,3,3,3,3,4,4,3,4,4,5,4,5,4,3,4,3,3,3,2,3,4,5,3,3,4,1,68,0,30,1
3009133,2,2,2,2,2,4,4,4,4,3,3,3,3,2,3,3,2,2,3,1,3,4,3,3,3,2,1,37,1,4,1
3009732,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,4,1,3,3,3,4,3,38,1,10,1
3009750,2,2,2,2,2,4,3,3,4,4,4,4,4,3,4,3,2,2,2,2,3,5,4,3,2,4,2,44,1,7,1
3009778,3,3,3,3,3,4,4,4,4,4,4,4,5,4,3,3,4,4,4,2,4,5,4,4,3,4,2,59,0,5,1
3009889,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,35,0,6,2
3010311,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38,0,3,2
3010316,3,3,3,3,3,2,3,3,3,2,2,2,4,3,3,4,5,5,2,2,2,4,3,3,3,3,1,54,1,3,2
3010329,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,3,4,2,2,3,2,4,55,0,32,2
3010917,2,2,2,1,3,2,2,2,2,2,3,3,3,3,3,2,1,1,2,1,2,3,3,3,1,2,2,67,0,4,2
3011036,4,1,1,1,3,4,4,4,4,4,4,3,4,4,1,1,3,3,3,4,4,4,3,4,2,2,2,37,1,3,2
3011121,2,2,2,2,2,4,4,3,4,3,4,3,2,3,2,2,2,2,3,3,3,2,2,2,2,2,3,56,1,15,3
3012665,3,2,2,2,2,4,4,3,4,4,4,4,4,4,3,2,3,3,2,3,4,3,2,3,3,4,2,31,0,5,2
3013357,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,2,4,4,4,3,3,3,3,1,37,1,5,3
3014403,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,1,1,2,2,4,3,1,2,3,3,3,3,47,0,20,2
3016558,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,29,0,6,2
3017246,4,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,3,3,51,0,10,3
3017659,3,3,3,3,3,3,4,3,3,3,4,2,4,4,2,2,3,3,4,4,2,4,2,2,3,3,3,47,1,6,2
3018456,4,2,4,2,2,5,5,5,5,5,5,5,4,5,4,4,2,2,5,5,5,5,4,4,4,2,2,26,0,4,2
3018556,3,3,3,3,3,4,4,4,3,3,4,4,4,4,1,1,3,3,4,3,3,4,4,3,3,1,1,39,1,4,2
3019459,2,2,2,2,1,2,2,4,2,2,4,4,3,4,3,3,2,2,4,2,4,4,2,3,2,4,1,34,0,2,2
3019558,2,2,2,2,2,4,3,3,3,3,4,4,4,4,3,2,3,3,3,3,3,4,3,3,2,3,2,45,0,5,2
3021570,4,3,3,3,2,2,2,2,2,2,4,4,3,4,2,4,2,2,3,4,4,2,2,2,2,4,2,49,1,6,2
3022542,4,2,2,2,2,2,4,3,3,3,4,2,3,2,2,2,4,4,4,2,2,5,2,4,4,4,2,37,1,2,2
3024679,1,1,1,1,1,4,4,4,4,4,5,5,5,4,4,4,1,1,5,1,5,5,2,4,4,1,1,40,1,3,3
3024941,2,2,2,2,2,4,4,4,3,3,4,5,2,4,4,3,2,2,4,2,4,5,2,4,2,4,2,48,0,20,2
3025609,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,4,2,3,4,3,3,3,3,3,34,0,1,2
3025802,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,3,2,2,4,2,3,4,2,4,4,2,4,33,1,5,3
3025892,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,3,2,2,4,38,1,1,2
3026387,3,3,3,3,3,3,5,3,3,3,4,3,3,5,3,3,3,3,3,4,3,5,3,3,3,3,3,37,0,7,2
3026471,1,1,1,1,2,3,3,2,3,3,4,3,4,4,3,2,2,2,4,3,4,3,3,3,1,3,1,54,1,4,1
3026488,2,3,2,3,2,2,3,2,2,2,4,4,4,3,3,2,2,3,3,4,3,4,3,2,2,2,2,34,1,20,2
3029189,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,2,2,2,4,2,4,3,2,1,4,2,58,1,35,1
3034372,3,3,3,3,3,4,4,4,3,3,4,3,4,4,2,2,4,4,3,4,4,4,3,4,3,4,1,58,1,25,2
3034383,2,3,3,3,4,3,4,4,3,3,4,3,2,3,1,1,2,3,3,2,4,3,1,1,2,4,2,42,0,10,2
3035243,3,3,3,3,3,4,4,4,4,4,5,4,4,4,4,3,3,3,4,3,4,4,4,4,3,4,3,49,1,15,2
3035501,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,47,0,10,3
3036835,3,2,2,1,2,3,4,4,3,3,5,5,5,4,3,3,3,2,4,2,4,5,4,3,4,3,2,31,1,3,1
3037821,1,1,1,1,2,2,2,3,4,4,5,4,3,3,2,1,3,2,3,4,4,5,2,2,2,4,3,35,0,4,2
3038375,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,3,4,4,4,4,4,3,4,2,42,0,10,2
3040450,2,2,2,2,2,4,2,4,3,3,4,3,3,3,1,1,2,2,4,4,3,3,3,3,3,4,2,36,1,5,2
3042696,4,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,30,0,8,2
3043202,4,4,4,4,3,5,5,3,4,3,5,4,5,5,4,4,4,4,4,3,3,5,3,4,3,5,4,62,0,9,2
3047672,2,2,2,2,2,4,4,4,4,4,4,4,3,4,3,3,3,3,4,2,3,4,3,3,2,2,2,53,0,8,3
3048373,3,3,3,3,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,4,3,3,3,3,4,4,3,52,0,21,2
3048997,1,1,1,1,1,3,3,3,3,3,4,4,4,3,2,2,1,1,3,2,4,3,3,4,2,1,2,49,1,11,2
3049874,4,4,2,2,2,2,3,3,4,4,4,5,4,4,2,1,4,4,4,4,2,5,2,3,4,4,1,35,1,15,2
3051594,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,50,0,5,2
3055624,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,3,3,3,3,2,27,1,2,2
3055914,2,2,2,2,2,4,4,4,3,3,4,4,3,4,3,3,2,2,3,4,4,2,3,3,2,4,3,52,0,2,2
3056774,1,1,1,1,1,5,4,4,3,3,4,4,4,5,1,1,1,1,4,3,1,4,3,4,1,3,2,61,1,19,2
3057018,2,2,2,1,2,2,2,2,2,2,4,4,4,2,4,2,2,2,2,1,2,4,2,4,2,4,2,41,1,4,2
3060139,4,3,3,3,3,3,3,3,3,3,4,3,3,2,3,4,3,3,4,3,3,4,3,3,4,3,2,47,0,5,2
3062321,2,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,2,2,4,3,4,1,54,1,20,3
3062910,4,4,3,3,3,4,4,4,3,4,5,5,3,4,3,3,3,3,1,5,5,3,3,3,3,3,2,72,0,40,3
3064460,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,52,0,20,2
3064751,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,37,0,2,2
3064937,1,1,1,1,3,4,4,4,3,3,5,3,3,4,1,1,1,1,4,3,4,1,3,4,2,3,1,62,0,7,2
3066546,4,4,4,4,2,4,5,5,5,5,5,5,4,5,4,4,2,2,4,4,5,5,4,4,4,5,2,25,0,0,2
3067086,1,1,1,1,1,4,4,3,2,2,4,2,2,2,4,1,2,2,2,4,2,3,2,2,1,1,2,46,0,1,2
3067541,2,2,2,2,3,3,3,3,3,3,5,3,4,4,3,2,2,3,3,5,3,4,4,2,3,4,3,35,0,5,2
3073768,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,3,4,4,4,3,32,1,5,1
3077249,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,1,2,2
3078708,3,3,3,3,3,4,3,3,4,4,3,4,4,4,4,4,3,3,4,2,3,4,3,3,3,3,2,34,0,3,3
3078904,3,3,3,3,3,3,3,3,3,3,5,4,4,3,3,3,3,3,2,4,4,4,2,3,3,4,2,33,0,3,2
3079553,3,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,2,2,3,3,4,3,3,4,3,2,3,38,1,10,1
3081344,4,4,2,1,2,3,3,3,3,3,4,4,3,3,1,1,3,2,3,4,2,4,2,3,3,3,1,48,1,5,2
3081533,3,3,3,3,3,3,3,2,3,4,5,3,3,4,2,2,4,2,3,5,3,5,3,4,3,4,1,58,1,12,2
3082703,2,2,2,2,2,4,4,3,3,3,4,4,4,4,3,2,2,2,3,4,4,4,3,3,2,4,3,44,0,2,2
3083384,3,3,3,3,3,3,4,3,4,4,4,3,3,4,2,2,4,4,4,4,3,4,2,2,2,4,3,25,0,6,2
3084503,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,2,2,4,2,3,4,3,3,3,4,4,38,0,14,2
3084672,2,2,2,2,2,4,4,3,3,4,3,3,3,2,1,1,2,2,3,3,3,1,2,3,2,2,2,36,0,6,2
3085056,1,1,1,1,1,4,3,4,4,4,4,2,4,4,3,2,3,3,4,4,4,2,2,4,3,4,2,53,0,25,2
3086582,3,3,3,1,1,4,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,1,3,3,4,2,61,0,25,1
3086867,2,2,2,2,2,3,3,3,3,3,4,3,4,4,3,2,2,2,4,2,3,2,3,3,3,2,1,36,1,4,3
3088244,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,42,0,6,2
3092568,2,2,2,2,2,3,3,3,2,2,4,2,3,3,2,4,2,2,4,3,2,4,2,2,3,2,1,37,1,3,2
3093191,2,2,2,2,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,31,0,6,2
3093335,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,32,0,0,2
3094620,1,1,1,1,1,3,3,3,3,3,4,2,2,3,3,3,3,3,4,2,3,2,4,3,2,4,2,35,1,1,2
3095015,2,2,2,2,2,3,3,3,3,3,4,3,3,3,3,2,2,2,3,4,4,2,3,3,2,2,3,54,0,9,2
3096879,2,1,1,1,1,4,3,3,4,4,4,4,4,3,3,3,1,1,2,4,4,4,4,2,2,2,1,53,0,15,3
3099162,2,2,2,2,2,3,3,4,3,3,4,4,4,4,3,2,2,2,4,3,3,2,2,3,2,2,2,50,0,10,2
3099323,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,2,2,4,2,3,4,4,4,3,4,3,45,1,1,2
3099383,3,3,3,3,3,4,4,4,4,4,5,5,4,4,3,3,3,3,3,4,5,5,4,4,3,4,4,47,1,10,2
3104679,1,1,1,1,1,4,4,2,4,2,3,4,2,4,2,1,1,1,2,4,2,5,2,3,4,1,1,40,0,12,2
3104761,2,2,2,2,3,3,3,3,3,3,4,4,4,3,4,4,1,1,3,2,4,4,3,4,3,3,3,61,1,10,1
3106086,2,2,2,2,2,2,2,3,3,2,3,3,3,4,2,2,2,2,4,2,3,3,3,4,2,2,2,54,1,20,1
3106479,3,3,3,3,3,5,5,5,5,5,5,3,4,5,4,3,4,3,5,5,5,5,3,4,4,4,2,58,1,3,2
3106905,3,1,1,1,1,2,3,2,2,2,3,4,3,3,1,1,1,1,4,4,2,4,2,2,1,1,1,38,0,2,2
3107199,2,2,2,1,1,2,2,2,2,2,4,4,5,2,1,1,3,2,3,4,2,4,4,3,3,4,2,33,0,10,2
3111223,3,3,3,3,3,4,3,3,3,3,4,5,4,5,4,3,3,3,2,4,4,4,4,4,3,3,3,62,0,15,3
3113975,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,5,4,4,3,4,3,4,4,4,4,5,36,0,6,2
3119155,3,3,3,3,3,4,3,3,4,3,3,3,3,4,4,4,3,3,4,2,3,3,3,4,3,3,3,36,1,3,1
3120488,3,3,3,3,3,4,3,4,3,3,4,4,4,3,3,1,3,3,4,4,4,4,3,4,2,3,2,35,0,12,2
3121110,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,52,0,10,2
3124307,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,34,0,0,3
3125722,3,3,3,3,3,4,4,4,4,4,4,3,4,4,3,3,4,4,3,3,3,3,3,3,4,3,1,48,0,10,2
3126887,2,3,2,2,2,4,4,3,3,3,3,2,4,4,3,2,2,2,4,4,2,4,3,3,2,3,2,37,0,1,2
3128404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,0,9,2
3128642,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,61,1,10,1
3139356,1,1,1,1,1,1,1,1,1,1,3,3,5,1,1,1,1,1,3,4,3,4,5,2,1,1,1,38,0,3,2
3139883,1,4,4,2,4,4,4,3,3,3,2,2,4,3,1,1,1,1,3,2,2,3,2,3,2,4,3,48,0,2,2
3142715,3,3,3,3,2,4,4,4,4,4,4,4,4,4,3,3,2,2,2,4,4,4,2,3,2,2,4,51,1,3,2
3143079,2,2,2,2,2,4,4,3,3,3,3,4,4,4,4,2,2,2,3,3,4,4,4,3,2,3,4,52,1,28,2
3144586,4,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,1,1,2,4,2,4,3,4,2,4,3,43,0,9,2
3146777,1,1,1,1,1,1,1,1,1,1,5,5,5,4,1,1,1,1,3,3,3,1,1,3,1,4,1,24,0,3,2
3148030,2,2,2,2,2,4,2,2,2,2,4,4,2,4,3,3,3,3,3,2,2,4,2,2,3,2,2,39,0,9,2
3148085,2,2,2,2,2,4,4,3,3,3,4,4,4,4,3,2,2,2,3,3,4,4,3,3,2,4,2,29,0,9,2
3148425,1,1,2,2,2,4,4,3,3,3,4,4,4,4,2,2,3,3,3,1,3,4,4,3,2,3,3,52,1,2,2
3148799,3,3,4,3,3,4,5,3,4,5,4,4,4,4,4,3,4,3,4,3,3,5,4,4,4,4,2,30,1,1,2
3148955,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,4,2,22,0,3,2
3149295,1,2,2,3,3,4,4,3,3,3,4,4,4,4,2,2,3,3,3,3,3,4,3,2,1,3,1,52,0,20,2
3152334,3,3,3,3,3,4,4,4,4,4,3,4,4,4,2,3,3,3,4,2,3,3,3,3,3,3,2,38,0,3,2
3153601,3,3,3,3,3,2,2,2,2,2,4,4,4,2,3,3,3,3,2,4,4,3,3,3,3,4,2,46,0,20,3
3153654,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,50,1,3,1
3155528,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,4,3,4,2,5,5,3,4,4,4,3,40,1,3,3
3155871,3,2,2,2,1,3,4,3,4,4,4,3,3,4,4,4,3,3,3,3,4,3,4,3,3,3,3,79,0,7,1
3156591,1,1,1,1,1,4,4,4,4,4,4,2,4,4,1,1,1,1,3,4,2,2,2,4,1,4,2,40,0,2,2
3156641,3,2,2,4,3,4,4,3,3,3,4,2,2,3,2,2,2,2,2,4,2,4,2,4,2,4,2,36,1,1,2
3156888,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,1,1,3,1,1,4,1,3,1,1,1,34,1,12,1
3157083,1,1,2,1,2,4,3,3,5,5,5,4,5,5,3,3,3,3,4,3,3,2,3,4,2,4,2,44,1,10,2
3157214,2,2,2,2,2,4,4,4,4,4,4,4,2,4,3,2,2,2,4,2,2,3,2,3,2,3,2,61,0,5,2
3157303,2,2,3,2,2,3,3,3,3,3,4,4,4,4,3,3,2,2,4,3,4,4,3,3,2,2,2,48,0,5,2
3158338,3,3,3,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,49,1,4,2
3158433,1,1,1,1,1,1,1,3,3,3,4,2,4,4,1,1,1,1,3,4,4,2,1,1,4,1,1,64,0,12,2
3158806,2,2,2,2,2,4,2,3,3,3,5,4,4,4,3,3,2,2,4,3,4,3,4,3,2,4,3,37,1,5,2
3159180,3,3,3,3,2,4,4,4,4,4,4,4,4,4,3,3,2,2,4,3,4,4,2,3,2,2,2,31,0,1,2
3161209,4,2,2,2,3,4,2,4,4,4,4,4,4,4,2,2,3,3,3,4,3,4,4,4,3,4,2,50,1,3,2
3161895,3,3,3,3,3,3,4,3,4,4,5,3,4,3,3,3,3,3,4,3,3,3,3,3,3,5,3,36,0,6,2
3163659,3,2,2,2,2,4,4,3,3,3,2,4,3,4,3,2,2,2,3,2,3,3,3,3,2,3,2,67,0,16,2
3167258,2,2,2,2,2,4,4,4,4,4,3,4,4,4,3,2,2,2,4,4,4,4,3,4,2,2,3,69,0,17,2
3167651,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,3,4,4,3,4,4,3,37,1,0,2
3169553,3,2,2,2,2,4,3,2,2,2,4,3,3,4,3,3,1,1,4,3,2,3,3,3,1,1,2,55,0,10,2
3170007,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,3,2,2,3,4,4,4,3,4,3,3,2,58,0,1,2
3171002,2,2,2,2,2,3,4,3,3,3,4,4,2,3,3,2,1,1,2,4,4,3,2,3,2,2,1,54,0,15,3
3172272,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,3,5,5,4,2,2,4,3,3,3,3,2,33,1,3,1
3173715,4,3,3,3,3,4,3,3,4,2,5,5,4,4,3,3,3,3,3,4,3,4,3,3,3,1,1,46,1,23,1
3174623,1,1,1,1,1,2,3,3,1,3,4,3,3,3,2,1,1,1,3,1,4,1,1,1,1,4,2,50,0,2,2
3175024,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,2,2,4,3,4,3,4,2,39,1,4,2
3175860,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,31,0,3,2
3180111,1,1,1,1,1,4,4,4,4,5,5,5,4,4,5,5,3,3,4,4,5,5,4,4,1,4,1,42,0,1,1
3180537,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,34,0,6,1
3182215,4,3,3,3,3,4,4,3,3,3,5,4,4,4,3,3,3,3,3,4,4,4,2,4,4,4,3,33,0,5,2
3183611,3,2,2,3,3,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,4,4,3,4,3,4,2,52,0,3,2
3192079,4,3,3,3,3,4,4,3,4,4,4,1,4,3,3,4,3,1,3,5,4,1,2,3,3,4,1,41,0,16,2
3193933,1,1,1,1,1,4,4,4,5,4,3,4,3,4,3,1,2,1,3,3,4,4,3,4,1,4,3,39,0,5,2
3195714,3,3,3,3,3,4,4,4,4,2,4,2,3,4,3,3,4,4,4,3,3,4,3,3,4,2,1,35,1,3,2
3195819,2,3,3,2,3,3,4,3,3,2,3,4,3,3,4,3,3,4,3,2,3,3,3,3,3,3,2,44,0,5,2
3196414,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,2,3,4,3,3,3,3,3,34,0,4,2
3197677,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,37,1,2,3
3200394,2,2,2,2,2,2,2,2,3,3,3,4,4,2,2,2,2,2,2,4,2,4,3,2,2,2,1,32,0,5,2
3201968,1,1,1,1,1,5,5,3,4,4,4,3,4,3,1,1,1,1,3,4,3,3,3,2,1,3,1,32,0,5,2
3203339,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,36,1,16,2
3203428,3,3,3,3,3,4,4,4,4,3,4,2,4,4,2,3,3,3,4,2,3,4,3,3,3,4,3,38,0,3,2
3203434,4,2,4,4,3,4,4,4,4,4,4,3,3,4,2,2,3,3,4,4,4,3,2,3,4,4,2,50,0,5,2
3204513,3,3,4,2,3,4,4,3,3,4,4,3,4,4,3,3,2,2,3,4,3,2,2,3,2,4,2,45,0,15,2
3205122,1,1,1,1,1,2,2,3,3,3,4,4,3,4,1,1,4,4,2,4,4,4,1,4,4,4,2,40,1,3,2
3206371,1,1,1,1,1,4,4,4,2,2,4,4,2,4,3,3,2,2,4,1,2,3,1,4,2,2,2,59,0,10,2
3207272,4,3,3,3,3,4,4,4,3,3,4,4,4,3,2,3,1,1,4,4,2,3,3,3,1,3,2,66,0,10,2
3208072,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,2,2,3,4,4,4,4,3,3,4,4,32,0,3,2
3208498,1,1,1,1,3,4,4,4,4,4,4,3,4,4,1,1,3,3,4,3,3,3,3,4,3,3,1,33,1,3,2
3210364,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,32,1,3,3
3210511,4,3,3,4,3,4,3,4,3,3,4,4,3,4,3,4,4,4,4,2,3,3,4,3,3,4,3,48,0,18,1
3210739,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,0,4,2
3216270,2,1,1,1,1,4,4,3,3,3,4,2,4,3,2,1,1,1,3,4,1,3,3,3,1,1,1,59,0,15,2
3217482,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,27,0,1,2
3219098,3,3,3,3,3,4,4,4,3,3,5,5,5,4,3,3,3,3,3,3,4,4,3,3,3,3,3,40,0,3,2
3219342,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,56,0,5,2
3220843,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,3,2,3,2,54,1,2,1
3223613,3,3,2,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,4,4,3,3,2,3,4,4,4,31,0,1,2
3225322,3,3,3,2,3,4,4,3,3,3,4,3,4,4,4,2,2,3,3,3,3,4,4,4,3,3,3,33,0,3,2
3225386,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,34,0,4,1
3228598,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,2,2,2,57,0,20,2
3230428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,1,2,1
3230779,1,1,4,1,4,3,3,3,3,3,4,3,2,3,1,1,3,3,3,4,2,4,2,4,4,4,4,36,0,5,2
3233552,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,39,1,4,1
3233908,1,1,1,1,1,4,3,3,3,3,3,3,2,4,3,1,1,1,2,1,3,3,2,3,3,3,2,41,0,13,3
3237727,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,38,0,10,2
3237818,4,2,4,4,4,4,5,2,2,2,5,4,4,4,1,1,4,4,4,4,3,3,4,4,4,1,1,30,1,5,2
3242432,3,3,2,2,3,4,4,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,2,4,4,3,3,40,0,10,2
3244440,1,1,1,1,1,1,3,1,2,2,4,2,4,3,2,1,3,1,4,3,3,5,2,2,1,1,1,34,0,3,2
3244754,2,2,2,2,3,4,3,3,3,3,4,3,3,4,3,2,4,3,2,2,4,4,3,3,2,4,2,36,1,3,3
3245094,3,2,3,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,4,1,1,1,1,1,1,1,1,35,1,13,3
3245163,4,1,2,2,1,4,3,3,2,2,5,4,4,3,3,4,2,2,2,4,1,3,2,4,3,2,2,46,0,6,1
3245672,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,1,1,2,2,3,3,3,4,3,4,3,61,0,0,1
3245744,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,2,44,0,0,2
3248687,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,41,0,5,2
3249197,3,3,3,3,3,3,4,4,4,4,4,3,2,4,3,2,3,3,4,2,4,4,3,3,3,3,3,37,1,3,3
3249371,4,4,2,3,3,4,4,4,4,4,4,3,4,4,4,3,3,3,2,4,2,3,4,4,3,3,2,41,0,3,2
3249492,4,1,2,1,1,4,4,4,4,4,4,4,4,4,3,3,1,1,4,2,4,4,1,3,2,4,2,34,0,2,2
3254966,4,4,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,4,4,2,4,3,4,2,61,1,10,1
3255200,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,2,2,4,2,4,4,4,4,2,2,3,47,1,27,1
3255877,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,37,1,8,1
